userId,movieId,rating
30,164,2
30,167,2
30,86,3
30,171,3
30,72,4
30,16,5
30,66,4
30,97,2
30,48,2
30,9,4
30,29,5
30,96,3
30,124,2
31,71,3
31,200,5
31,128,2
31,104,2
31,148,2
31,182,3
31,41,2
31,12,2
31,150,5
31,196,2
31,30,3
31,158,4
31,109,2
31,176,1
31,49,4
31,124,3
31,86,4
31,165,1
31,66,4
31,194,4
31,140,3
31,88,4
31,138,5
32,181,5
32,90,2
32,192,4
32,18,5
32,35,2
32,96,1
32,89,5
32,148,2
32,198,2
32,122,1
32,184,4
32,196,4
32,58,5
32,186,1
32,159,1
32,140,2
32,17,5
32,130,5
32,180,5
32,143,4
32,194,5
32,108,2
32,92,1
32,62,2
32,177,3
33,31,2
33,115,3
33,76,2
33,168,5
33,118,2
33,33,5
33,114,5
34,68,3
34,145,1
34,197,5
34,71,3
34,101,4
34,187,4
34,195,1
34,18,4
34,117,3
34,86,1
34,163,2
34,168,1
34,83,1
34,179,4
34,29,5
34,65,3
34,16,2
34,51,1
34,106,3
34,85,5
35,92,5
35,198,3
35,1,1
35,176,2
35,50,2
35,152,5
35,84,2
35,184,2
35,49,4
35,153,4
35,162,3
35,2,5
35,39,2
35,177,1
35,108,5
35,117,5
35,187,1
35,62,1
35,55,3
35,80,1
36,29,4
36,139,4
36,116,4
36,125,3
36,172,5
36,186,5
36,35,5
36,54,5
36,52,1
36,176,2
36,148,2
36,72,3
36,44,5
36,45,1
36,120,2
36,113,5
36,62,1
36,110,4
37,70,3
37,153,1
37,58,2
37,183,2
37,105,4
37,178,1
37,29,1
37,151,3
37,134,4
37,168,3
37,177,2
37,128,2
37,44,4
37,100,4
37,103,1
37,138,5
37,89,4
37,187,1
37,197,2
37,129,2
37,26,3
37,140,5
37,67,3
37,114,1
37,13,1
37,47,5
37,65,5
38,174,3
38,144,2
38,7,1
38,140,2
38,166,4
38,95,1
38,115,1
38,153,3
38,172,4
38,158,2
38,22,4
38,139,2
38,9,1
38,120,1
38,41,3
38,67,2
38,51,4
38,2,3
38,154,5
39,1,4
39,24,2
39,89,1
39,32,2
39,141,4
39,104,5
39,96,2
39,42,5
39,87,1
39,170,2
39,3,3
39,178,1
39,55,2
39,33,4
39,172,3
39,190,2
39,64,3
39,101,5
39,48,2
39,83,3
39,45,1
40,80,4
40,135,5
40,65,1
40,119,3
40,19,4
40,54,5
40,52,2
40,130,3
40,196,5
40,56,1
40,73,5
40,81,5
40,153,4
40,93,3
40,128,2
40,48,2
40,117,5
40,173,5
40,113,3
40,2,5
40,190,3
40,111,4
40,109,1
40,71,2
40,124,1
40,107,4
40,187,2
40,103,5
40,7,1
41,81,2
41,71,3
41,75,1
41,98,3
41,34,5
41,155,1
41,5,3
41,122,1
41,76,5
42,87,1
42,2,1
42,95,3
42,156,2
42,23,2
42,8,2
42,157,1
42,140,5
42,195,1
42,100,1
42,78,4
43,140,1
43,105,3
43,6,1
43,10,5
43,4,4
43,122,3
43,121,5
43,147,4
43,2,1
43,120,4
43,193,5
43,78,5
43,160,3
43,187,5
43,158,1
43,142,3
43,109,5
43,168,5
43,151,1
43,16,2
43,114,5
43,163,3
43,54,2
43,71,1
43,7,1
43,9,2
43,139,3
43,52,1
43,32,5
44,7,2
44,168,3
44,9,1
44,101,4
44,170,2
44,8,5
44,25,1
44,132,3
44,18,5
44,75,2
44,187,3
44,197,5
44,77,5
44,31,5
44,84,4
44,82,2
45,169,5
45,41,1
45,126,3
45,195,3
45,152,5
45,91,3
45,125,5
45,114,1
45,200,5
45,128,5
45,151,3
46,199,3
46,40,2
46,177,1
46,84,4
46,161,1
46,153,3
46,135,4
46,5,1
46,200,3
46,17,2
46,120,3
46,15,4
46,89,4
46,109,3
46,197,2
46,189,4
46,75,3
46,86,4
46,148,2
46,175,3
46,125,1
47,124,2
47,101,2
47,106,1
47,61,2
47,193,1
47,126,3
47,10,3
48,173,5
48,45,3
48,197,5
48,104,3
48,32,1
48,130,2
48,95,3
48,122,5
48,89,1
48,168,5
48,158,4
48,69,3
48,187,2
48,3,2
48,63,1
48,192,3
48,109,1
48,12,4
48,19,2
48,114,5
48,136,5
48,78,3
48,140,1
49,98,2
49,175,4
49,136,3
49,88,5
49,194,3
49,185,1
49,192,2
49,146,5
49,12,3
49,131,5
49,199,5
49,116,2
49,56,5
49,14,3
49,55,1
49,113,5
49,17,5
49,71,3
49,16,1
49,156,5
49,189,5
49,68,5
49,63,3
49,186,5
49,162,1
49,158,2
49,177,4
49,198,5
50,153,2
50,48,4
50,169,2
50,57,1
50,184,5
50,152,2
50,103,3
50,68,2
50,79,1
50,189,2
50,4,5
50,118,4
50,148,4
50,156,1
50,105,1
50,200,1
50,80,3
50,181,3
50,17,1
50,182,2
50,39,5
50,168,5
50,52,2
50,93,4
50,29,2
50,172,5
50,89,3
50,5,1
50,145,3
50,10,5
51,146,4
51,99,3
51,72,2
51,158,1
51,140,4
51,40,3
51,81,3
51,30,1
51,175,5
51,180,4
51,64,4
51,36,1
51,91,3
51,14,2
51,1,5
51,85,3
51,37,1
51,46,1
51,129,1
51,63,2
51,112,4
51,113,1
51,178,4
51,105,2
51,47,2
51,134,5
51,21,3
51,52,2
52,124,2
53,121,3
53,83,2
53,193,5
53,141,2
53,22,5
54,117,5
54,162,1
54,122,4
54,150,2
54,39,4
54,123,1
54,60,4
54,105,2
54,183,3
54,77,5
54,136,4
54,66,3
55,22,3
55,149,1
55,91,2
56,56,5
56,166,3
56,92,4
56,152,2
56,171,1
56,83,3
56,76,1
56,114,2
56,135,3
56,53,2
56,106,2
56,46,1
56,41,1
56,122,5
56,96,3
56,33,2
56,196,3
56,19,3
56,180,2
56,197,3
56,151,2
56,30,1
57,76,5
58,163,4
58,55,4
58,79,5
58,187,2
58,54,5
58,188,2
58,57,4
58,161,1
58,151,2
58,32,3
58,109,3
58,40,5
58,197,1
58,125,3
58,199,3
58,42,3
58,116,5
58,195,3
58,98,3
58,25,5
58,58,4
58,6,1
58,82,2
58,21,5
58,61,1
58,182,3
58,117,4
58,74,5
58,191,1
59,71,4
60,51,5
60,192,4
61,81,3
61,65,2
61,109,5
61,117,5
61,158,2
61,66,4
61,134,3
61,174,4
61,127,4
61,96,5
61,132,3
61,24,4
61,85,3
62,107,5
62,106,1
63,165,2
63,52,3
63,75,5
63,56,2
63,128,1
63,189,3
63,153,5
63,55,2
63,40,2
63,15,5
63,61,2
63,114,2
63,194,5
63,67,4
63,16,5
63,127,4
63,70,3
63,156,1
64,108,4
64,83,3
64,91,4
64,166,2
64,46,5
64,59,4
64,188,3
64,100,2
65,59,3
65,66,4
65,122,3
65,97,3
65,157,5
65,19,4
65,165,4
65,41,3
65,64,3
65,33,3
65,174,3
65,110,1
65,156,2
65,65,4
65,148,1
66,149,3
66,74,4
66,125,4
66,154,4
66,116,1
66,188,2
66,15,3
66,160,2
66,39,5
66,182,3
66,180,2
66,190,2
66,130,2
66,138,5
66,106,5
66,57,3
66,40,1
66,167,4
66,108,2
66,26,3
66,28,5
66,196,3
66,70,1
66,141,5
66,118,4
66,186,5
66,156,4
66,53,1
66,124,1
67,100,2
67,131,1
67,47,3
67,185,2
67,152,5
67,61,1
67,181,5
67,157,5
67,132,1
67,153,4
67,35,1
67,120,4
68,75,2
68,35,4
68,112,1
68,175,4
68,166,1
68,118,5
68,26,5
68,129,2
68,68,5
68,33,3
68,22,4
68,36,4
68,13,5
68,100,4
68,152,3
68,142,1
68,180,5
68,71,1
68,34,1
68,80,4
69,45,3
69,98,1
69,41,5
69,111,2
69,145,1
69,115,2
69,17,4
69,60,4
69,96,5
69,171,2
69,104,2
70,48,5
70,9,5
70,33,2
70,116,1
70,40,1
70,150,2
70,197,2
70,103,5
70,172,3
70,144,1
70,25,5
70,179,1
70,78,3
70,43,1
70,60,1
70,3,1
70,177,2
70,151,1
70,41,2
70,145,2
70,169,1
70,69,5
70,24,1
70,141,2
70,86,2
70,55,4
71,188,3
71,157,4
71,36,5
71,107,1
71,111,2
71,81,2
71,18,1
71,59,5
71,169,3
71,139,5
71,67,4
71,170,1
71,39,4
71,167,3
72,129,5
72,125,5
72,18,3
72,111,1
72,172,2
72,61,4
72,156,5
73,139,5
73,110,5
73,173,2
73,153,2
73,108,3
73,105,4
73,19,4
73,115,1
73,192,3
73,140,1
73,66,3
73,28,2
73,178,3
73,157,1
73,4,5
73,17,2
73,37,1
73,189,3
74,33,4
74,164,2
74,59,3
74,152,3
74,62,4
74,151,2
74,142,3
74,110,3
74,98,3
74,15,2
74,25,5
74,21,4
74,37,3
74,46,3
74,125,3
74,93,5
74,95,3
74,88,5
74,99,5
74,19,3
74,137,4
74,113,1
74,134,4
74,57,2
75,91,4
75,193,1
75,137,2
75,48,1
75,188,2
75,168,2
75,132,4
75,71,5
75,7,3
75,169,5
75,32,3
75,138,4
75,88,2
75,106,2
75,47,2
75,10,5
75,38,5
75,104,3
75,76,1
75,156,5
75,192,5
75,14,1
75,97,1
76,164,5
76,33,1
76,125,4
76,3,1
76,25,2
76,200,2
76,132,1
76,105,1
76,152,3
76,35,4
76,197,4
76,187,1
76,159,1
76,181,3
76,81,2
76,111,5
76,190,2
76,142,5
76,39,5
76,62,2
76,192,5
76,36,4
77,140,4
77,81,3
77,75,3
77,107,3
77,104,5
77,195,4
77,8,3
77,65,1
77,156,4
77,90,2
77,116,4
77,69,2
77,9,2
77,77,1
77,95,1
77,113,3
77,22,3
77,50,5
77,83,3
77,147,2
77,60,2
78,189,4
79,175,2
79,159,5
79,101,3
79,37,1
79,56,3
79,31,5
79,158,2
79,94,4
79,152,2
80,163,1
80,154,4
80,23,5
80,27,2
80,97,3
80,176,2
80,79,1
80,56,5
81,162,3
81,122,1
81,21,3
81,174,2
81,7,3
81,74,4
81,58,2
81,120,3
81,33,3
81,66,2
81,61,3
81,90,1
81,67,3
81,34,3
81,151,2
81,114,5
81,60,4
81,51,4
81,71,3
81,156,5
81,186,1
81,121,2
81,76,4
81,103,1
81,37,4
81,166,5
81,16,2
81,154,3
81,141,2
81,96,2
82,59,5
82,3,3
82,178,1
82,73,3
82,55,4
82,38,5
82,92,1
82,135,4
82,43,5
82,153,5
82,186,4
82,177,1
82,146,2
82,142,5
82,152,5
83,97,1
83,27,4
83,116,1
83,144,5
83,114,4
83,128,1
83,17,5
83,40,3
83,195,5
83,50,3
83,181,5
83,193,1
83,105,2
83,190,1
83,93,4
83,139,5
83,192,5
83,31,4
83,71,4
83,11,3
84,135,4
84,183,1
84,154,2
84,4,3
84,166,4
84,153,1
84,189,3
84,115,2
84,19,3
84,77,4
84,167,2
84,40,1
84,122,2
84,181,1
84,73,5
84,67,4
84,12,3
84,34,2
85,95,1
85,144,4
85,114,1
85,125,1
85,73,4
85,27,4
86,152,2
86,24,5
86,170,3
86,19,2
86,12,4
86,37,4
86,85,4
86,88,3
86,79,3
86,29,5
86,145,3
86,97,5
86,80,4
86,126,5
86,2,2
86,31,3
86,15,3
86,169,4
86,198,5
86,48,3
86,28,4
86,124,2
87,37,5
87,158,3
87,183,1
87,44,2
87,93,5
87,132,5
87,57,1
87,26,2
87,54,1
87,15,3
87,40,5
87,151,3
87,61,4
87,198,3
87,34,5
87,48,1
87,160,2
87,52,1
87,29,1
87,139,2
87,75,3
87,79,5
88,75,5
88,166,4
88,12,4
89,6,4
89,35,1
89,191,3
89,145,3
89,52,4
89,59,1
89,173,1
89,183,2
89,132,3
89,37,2
89,101,2
89,66,5
89,90,2
89,21,4
89,55,1
89,142,3
89,50,3
89,189,1
89,188,4
89,3,4
89,15,5
89,119,1
89,196,3
90,18,2
90,87,1
90,132,5
90,55,4
90,179,4
91,113,1
91,144,3
91,11,5
91,177,5
91,146,5
91,151,1
91,23,3
91,106,1
91,98,5
91,73,2
91,160,1
91,107,3
91,71,3
91,197,4
92,114,1
92,54,5
92,133,4
92,150,3
92,179,2
92,192,3
92,70,5
92,72,3
92,104,3
92,143,3
92,2,5
92,66,3
92,163,2
92,134,1
92,24,5
92,26,2
92,93,2
92,187,3
92,75,5
92,127,4
92,13,2
92,185,1
92,177,5
92,141,4
92,80,3
92,17,2
92,25,2
93,89,1
93,36,1
93,164,4
93,17,5
93,75,1
93,94,2
93,152,3
93,197,1
93,57,2
93,123,2
93,147,4
93,83,3
93,168,4
93,71,3
93,99,1
94,24,1
94,108,5
94,143,3
94,69,3
94,73,1
94,169,4
94,2,1
94,42,3
94,116,5
94,195,2
94,13,1
94,8,5
94,80,3
94,34,4
94,190,1
95,113,1
95,200,3
95,62,4
95,108,2
95,100,3
95,120,1
95,150,5
95,17,1
95,38,3
96,112,1
96,172,5
97,52,5
97,11,5
97,118,2
97,61,3
97,78,1
97,114,4
97,64,4
97,123,5
97,67,2
97,50,4
98,155,1
98,117,3
98,189,1
98,152,3
98,130,2
98,37,1
98,28,3
98,153,1
98,78,1
98,144,5
98,132,2
98,2,3
98,15,2
98,119,5
98,65,5
98,121,1
98,56,3
98,180,3
98,122,1
98,199,5
98,102,3
99,145,2
99,189,4
99,143,5
99,190,2
99,172,2
99,52,2
99,186,4
99,194,1
99,72,4
99,181,2
99,35,5
99,126,1
99,120,3
99,51,5
99,133,1
100,114,5
100,97,1
100,18,5
100,50,4
100,115,5
100,141,4
100,120,4
